reference_doi,lipid_molar_ratio,ionizable_lipid_name,encapsulation_efficiency_percent_std_num,np_ratio_std_num,buffer_ph_std_num,cargo_type,helper_lipid_name,peg_lipid_name,particle_size_nm_std_num,pdi_std_num,zeta_potential_mv_std_num,ionizable_lipid_smiles,source_note,source,confidence,evidence,title,chem_warnings,pmcid,ee_is_approximate
10.1038/s41467-024-50619-z,60:20:19.5:0.5,Custom lipid,92.08,,,mRNA,DOPE,DMG-PEG2000,108,0.19,2.28,,LNP_Atlas_DB_202509_v1 원본 0행,,,,,,,
10.1002/smll.201805097,35:46.5:16:2.5,Custom lipid,31.1,,,mRNA,DOPE,C14-PEG2000,149.2,0.106,,CCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,LNP_Atlas_DB_202509_v1 원본 1004행 [수리됨],,,,,,,
10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,89.7,,,mRNA,DOPE,C14-PEG2000,161.6,0.129,,CCCCCCCCOC(=O)CCN(CCCN(N)CCCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 1005행,,,,,,,
10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,93.6,,,mRNA,DOPE,C14-PEG2000,166.6,0.135,,CCCCCCCCC(OC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC),LNP_Atlas_DB_202509_v1 원본 1006행,,,,,,,
10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,89.3,,,mRNA,DOPE,C14-PEG2000,173.9,0.138,,CCCCCCCC(C)COC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCC(C)CCCCCCCC)CCC(=O)OCC(C)CCCCCCCC)CCC(=O)OCC(C)CCCCCCCC,LNP_Atlas_DB_202509_v1 원본 1007행,,,,,,,
10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,89.7,,,mRNA,DOPE,C14-PEG2000,160,0.141,,CCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 1008행,,,,,,,
10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,84.7,,,mRNA,DOPE,C14-PEG2000,163.2,0.117,,CCCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 1009행,,,,,,,
10.1021/acs.nanolett.5b02497,40:16:41:3,C12-200,45,,,mRNA,DSPC,C14-PEG2000,65,0.396,,NCCN1CCN(CCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 100행 [수리됨],,,,,,,
10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,88.1,,,mRNA,DOPE,C14-PEG2000,138.9,0.19,,CCCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 1010행,,,,,,,
10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,86.2,,,mRNA,DOPE,C14-PEG2000,139.5,0.127,,CCCCCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 1011행,,,,,,,
10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,82.1,,,mRNA,DOPE,C14-PEG2000,118.5,0.216,,CCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 1012행,,,,,,,
10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,69,,,mRNA,DOPE,C14-PEG2000,180.7,0.17,,CCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 1013행,,,,,,,
10.1002/smll.201805097,35:16:46.5:2.5,Custom lipid,64.4,,,mRNA,DOPE,C14-PEG2000,190.7,0.324,,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 1014행,,,,,,,
10.1073/pnas.1209367109,40:10:48:2,DLinDMA,85.3,,,mRNA,DSPC,DMG-PEG2000,162,0.13,,CCCCC/C=C\C/C=C\CCCCCCCCOCC(CN(C)C)OCCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 1019행 [수리됨],,,,,,,
10.1021/acs.nanolett.5b02497,40:16:40.5:3.5,C12-200,39,,,mRNA,DSPC,C14-PEG2000,64,0.295,,NCCN1CCN(CCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 101행 [수리됨],,,,,,,
10.1073/pnas.1209367109,40:10:48:2,DLinDMA,93.6,,,mRNA,DSPC,DMG-PEG2000,145.8,0.09,,CCCCC/C=C\C/C=C\CCCCCCCCOCC(CN(C)C)OCCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 1020행 [수리됨],,,,,,,
10.1073/pnas.1209367109,40:10:48:2,DLinDMA,90.7,,,mRNA,DSPC,DMG-PEG2000,158.6,0.09,,CCCCC/C=C\C/C=C\CCCCCCCCOCC(CN(C)C)OCCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 1021행 [수리됨],,,,,,,
10.1073/pnas.1209367109,40:10:48:2,DLinDMA,95,,,mRNA,DSPC,DMG-PEG2000,164.3,0.14,,CCCCC/C=C\C/C=C\CCCCCCCCOCC(CN(C)C)OCCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 1022행 [수리됨],,,,,,,
10.1073/pnas.1209367109,40:10:48:2,DLinDMA,97.5,,,mRNA,DSPC,DMG-PEG2000,157.7,0.1,,CCCCC/C=C\C/C=C\CCCCCCCCOCC(CN(C)C)OCCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 1023행 [수리됨],,,,,,,
10.1073/pnas.1209367109,40:10:48:2,DLinDMA,92,,,mRNA,DSPC,DMG-PEG2000,129.9,0.104,,CCCCC/C=C\C/C=C\CCCCCCCCOCC(CN(C)C)OCCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 1024행 [수리됨],,,,,,,
10.1038/ncomms5277,50:10.75:38.5:0.75,Custom lipid,84.2,,,siRNA,DSPC,DMG-PEG2000,86,,13.7,,LNP_Atlas_DB_202509_v1 원본 1025행 [수리됨],,,,,,,
10.1038/ncomms5277,50:10:38.5:1.5,Custom lipid,79,,,siRNA,DSPC,DMG-PEG2000,98.2,,12.5,CCCCCCCCCCCOC(=O)CCN(CCCN(C)CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 1026행 [수리됨],,,,,,,
10.1038/ncomms5277,50:10:38.5:1.5,Custom lipid,75.8,,,siRNA,DSPC,DMG-PEG2000,91.1,,16.5,,LNP_Atlas_DB_202509_v1 원본 1027행 [수리됨],,,,,,,
10.1021/acs.nanolett.5b02497,35:16:46.5:2.5,C12-200,33,,,mRNA,DOPE,C14-PEG2000,106,0.216,,NCCN1CCN(CCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 102행 [수리됨],,,,,,,
10.1021/acs.nanolett.5b02497,35:16:46.5:2.5,C12-200,40,,,mRNA,DOPE,C14-PEG2000,106,0.159,,NCCN1CCN(CCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 103행 [수리됨],,,,,,,
10.1021/acs.nanolett.5b02497,35:16:46.5:2.5,C12-200,43,,,mRNA,DOPE,C14-PEG2000,102,0.158,5,NCCN1CCN(CCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 104행 [수리됨],,,,,,,
10.1021/acs.nanolett.5b02497,35:16:46.5:2.5,C12-200,48,,,mRNA,DOPE,C14-PEG2000,102,0.147,,NCCN1CCN(CCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 105행 [수리됨],,,,,,,
10.1021/acs.nanolett.5b02497,35:16:46.5:2.5,C12-200,53,,,mRNA,DOPE,C14-PEG2000,98,0.177,,NCCN1CCN(CCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 106행 [수리됨],,,,,,,
10.1021/acs.nanolett.5b02497,35:16:46.5:2.5,C12-200,52,,,mRNA,DOPE,C14-PEG2000,109,0.151,,NCCN1CCN(CCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 107행 [수리됨],,,,,,,
10.1021/acs.nanolett.0c01386,50:10:38.5:1.5,DLin-MC3-DMA,95,,,mRNA,DSPC,DMG-PEG2000,80,0.05,,CCCCC/C=C\C/C=C\CCCCCCCCC(OC(=O)CCCN(C)C)CCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 1087행 [수리됨],,,,,,,
10.1021/acs.nanolett.0c01386,50:10:38.5:1.5,DLin-MC3-DMA,92,,,mRNA,DSPC,DMG-PEG2000,90,0.08,,CCCCC/C=C\C/C=C\CCCCCCCCC(OC(=O)CCCN(C)C)CCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 1088행 [수리됨],,,,,,,
10.1021/acs.nanolett.0c01386,50:10:38.5:1.5,DLin-MC3-DMA,90,,,mRNA,DSPC,DMG-PEG2000,85,0.07,,CCCCC/C=C\C/C=C\CCCCCCCCC(OC(=O)CCCN(C)C)CCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 1089행 [수리됨],,,,,,,
10.1021/acs.nanolett.5b02497,50:10:38.5:1.5,C12-200,27,,,mRNA,DSPC,C14-PEG2000,113,0.147,,NCCN1CCN(CCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 108행 [수리됨],,,,,,,
10.1021/acs.nanolett.0c01386,50:10:38.5:1.5,DLin-MC3-DMA,88,,,mRNA,DSPC,DMG-PEG2000,95,0.1,,CCCCC/C=C\C/C=C\CCCCCCCCC(OC(=O)CCCN(C)C)CCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 1090행 [수리됨],,,,,,,
10.1021/acs.nanolett.0c01386,50:10:38.5:1.5,DLin-MC3-DMA,85,,,mRNA,DSPC,DMG-PEG2000,100,0.12,,CCCCC/C=C\C/C=C\CCCCCCCCC(OC(=O)CCCN(C)C)CCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 1091행 [수리됨],,,,,,,
10.1021/acs.nanolett.5b02497,35:16:46.5:2.5,C12-200,48,,,mRNA,DOPE,C14-PEG2000,82,0.221,,NCCN1CCN(CCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 109행 [수리됨],,,,,,,
10.1021/acs.nanolett.5b02497,50:10:38.5:1.5,C12-200,59,,,siRNA,DSPC,C14-PEG2000,65,0.15,,NCCN1CCN(CCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 110행 [수리됨],,,,,,,
10.1021/acs.nanolett.5b02497,35:16:46.5:2.5,C12-200,58,,,siRNA,DOPE,C14-PEG2000,109,0.288,,NCCN1CCN(CCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1CN(CC(O)CCCCCCCCCCCC)CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 111행 [수리됨],,,,,,,
10.1016/j.ymthe.2018.03.010,50:10:38.5:1.5,Custom lipid,96.9,,,mRNA,DSPC,PEG-lipid,93.8,0.14,,CCCCC/C=C\C/C=C\CCCCCCCCN(CCCCCCCC/C=C\C/C=C\CCCCC)CCO,LNP_Atlas_DB_202509_v1 원본 112행,,,,,,,
10.1016/j.ymthe.2018.03.010,50:10:38.5:1.5,Custom lipid,91.8,,,mRNA,DSPC,PEG-lipid,179.4,0.14,,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OCCCCCCCCC)CCO,LNP_Atlas_DB_202509_v1 원본 113행,,,,,,,
10.1016/j.ymthe.2018.03.010,50:10:38.5:1.5,Custom lipid,90.9,,,mRNA,DSPC,PEG-lipid,140.4,0.11,,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC/C=C\C/C=C\CCCCC)CCO,LNP_Atlas_DB_202509_v1 원본 114행,,,,,,,
10.1016/j.ymthe.2018.03.010,50:10:38.5:1.5,Custom lipid,97.6,,,mRNA,DSPC,PEG-lipid,73.1,0.07,,CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCN(CCCCCCCC/C=C\C/C=C\CCCCC)CCO,LNP_Atlas_DB_202509_v1 원본 115행,,,,,,,
10.1016/j.ymthe.2018.03.010,50:10:38.5:1.5,Heptadecan-9-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,97.5,,,mRNA,DSPC,PEG-lipid,86.2,0.04,,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCO,LNP_Atlas_DB_202509_v1 원본 116행,,,,,,,
10.1016/j.ymthe.2018.03.010,50:10:38.5:1.5,Custom lipid,97,,,mRNA,DSPC,PEG-lipid,66.8,0.11,,CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCO,LNP_Atlas_DB_202509_v1 원본 117행,,,,,,,
10.1016/j.ymthe.2018.03.010,50:10:38.5:1.5,Custom lipid,95.2,,,mRNA,DSPC,PEG-lipid,130.1,0.15,,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCN(C)C,LNP_Atlas_DB_202509_v1 원본 118행,,,,,,,
10.1016/j.ymthe.2018.03.010,50:10:38.5:1.5,SM-102,95.8,,,mRNA,DSPC,PEG-lipid,85.8,0.1,,CCCCCCCCCCCOC(=O)CCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCO,LNP_Atlas_DB_202509_v1 원본 119행,,,,,,,
10.1016/j.ymthe.2018.03.010,50:10:38.5:1.5,Custom lipid,97.4,,,mRNA,DSPC,PEG-lipid,91.9,0.16,,CCCCCCCCCOC(=O)CCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCO,LNP_Atlas_DB_202509_v1 원본 120행,,,,,,,
10.1016/j.ymthe.2018.03.010,50:10:38.5:1.5,Custom lipid,98.3,,,mRNA,DSPC,PEG-lipid,69.6,0.14,,CCCCCCCCCCCOC(=O)CCCCCN(CCCCCC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CCO,LNP_Atlas_DB_202509_v1 원본 121행,,,,,,,
10.1016/j.ymthe.2018.03.010,50:10:38.5:1.5,DLin-MC3-DMA,97.3,,,mRNA,DSPC,PEG-lipid,85.6,0.11,,CCCCC/C=C\C/C=C\CCCCCCCCC(OC(=O)CCCN(C)C)CCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 122행,,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,90,,,siRNA,DSPC,DMG-PEG2000,130,,,CCCCCCCCCCSCC(COC(=O)CCN(CCCN(C)C)CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 141행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,88,,,siRNA,DSPC,DMG-PEG2000,140,,,CCCCCCCCCCSCC(COC(=O)CCN(CCCN(CC)CC)CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 142행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,87,,,siRNA,DSPC,DMG-PEG2000,140,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)CCN(C)C)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 143행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,89,,,siRNA,DSPC,DMG-PEG2000,130,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)CCN(C(C)C)C(C)C)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 144행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,88,,,siRNA,DSPC,DMG-PEG2000,140,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)CC(C)(C)CN(C)C)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 145행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,87,,,siRNA,DSPC,DMG-PEG2000,135,,,CCCCCCCCCCSCC(COC(=O)CCN(CCCN(CCCC)CCCC)CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 146행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,86,,,siRNA,DSPC,DMG-PEG2000,125,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)CCN1CCCCC1)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 147행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,85,,,siRNA,DSPC,DMG-PEG2000,125,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)CCN1CCOCC1)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 148행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,84,,,siRNA,DSPC,DMG-PEG2000,170,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)CCN1CCCC1)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 149행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,86,,,siRNA,DSPC,DMG-PEG2000,165,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)C1CN(C)C1)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 150행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,87,,,siRNA,DSPC,DMG-PEG2000,140,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)C1CCN(C)C1)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 151행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,88,,,siRNA,DSPC,DMG-PEG2000,130,,,CCCCCCCCCCSCC(COC(=O)CCN(CCCN1CCCC1)CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 152행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,85,,,siRNA,DSPC,DMG-PEG2000,160,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC1=NC=CC=C1)CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 153행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,89,,,siRNA,DSPC,DMG-PEG2000,130,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)CCN1CCC(C)C1)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 154행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,90,,,siRNA,DSPC,DMG-PEG2000,120,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC1CCN(C)C1)CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 155행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,88,,,siRNA,DSPC,DMG-PEG2000,125,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC1CCCN1C)CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 156행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,87,,,siRNA,DSPC,DMG-PEG2000,150,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)CCN1CCCC1C)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 157행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,18,,,siRNA,DSPC,DMG-PEG2000,220,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC1CCCC1)CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 158행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,89,,,siRNA,DSPC,DMG-PEG2000,125,,,CCCCCCCCCCSCC(COC(=O)CCN(CCCN1CCCCC1C)CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 159행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,91,,,siRNA,DSPC,DMG-PEG2000,135,,,CCCCCCCCCCSCC(COC(=O)CCN(CCCN1C=CN=C1)CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 160행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,88,,,siRNA,DSPC,DMG-PEG2000,120,,,CCCCCCCCCCSCC(COC(=O)CCN(CCCN1CCCN(C)CC1)CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 161행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,87,,,siRNA,DSPC,DMG-PEG2000,125,,,CCCCCCCCCCSCC(COC(=O)CCN(CCCN1CCN(C)CC1)CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 162행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,86,,,siRNA,DSPC,DMG-PEG2000,150,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)CCN1CCN(C)CC1)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 163행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,20,,,siRNA,DSPC,DMG-PEG2000,130,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)CCN1CCCN(C)CC1)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 164행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,89,,,siRNA,DSPC,DMG-PEG2000,140,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)CC1CN(C)CCN1C)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 165행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,90,,,siRNA,DSPC,DMG-PEG2000,130,,,CCCCCCCCCCSCC(COC(=O)CCN(CCCC)CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 166행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,88,,,siRNA,DSPC,DMG-PEG2000,125,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)C1CCN(C)CC1)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 167행 [수리됨],,,,,,,
